date,mkt,rf,mktrf,smb,hml
20040810,0.013949999999999999,,0.0139,0.0076,-0.0036
20040811,-0.0028499999999999997,,-0.0029,-0.0039,0.0012
20040812,-0.01175,,-0.0118,-0.0051,0.0027
20040813,0.00105,,0.001,-0.0004,0.0005
20040816,0.014049999999999998,,0.013999999999999999,0.0038,0.0003
20040817,0.00305,,0.003,0.0012,-0.006
20040818,0.01345,,0.0134,0.0076,-0.0077
20040819,-0.00375,,-0.0038,-0.0026,0.0023
20040820,0.00795,,0.0079,0.009000000000000001,-0.0029
20040823,-0.00315,,-0.0032,-0.0037,-0.003
20040824,0.00035,,0.0003,0.0016,0.0014
20040825,0.00845,,0.0084,0.0014,-0.005
20040826,-0.00045,,-0.0005,-0.0049,0.0038
20040827,0.00335,,0.0033,0.0049,-0.0022
20040830,-0.00855,,-0.0086,-0.0045,0.0037
20040831,0.004849999999999999,,0.0048,0.0004,0.0014
20040901,0.00305,,0.003,0.0056,-0.004
20040902,0.01095,,0.0109,0.0026,-0.0016
20040903,-0.00445,,-0.0045,-0.0025,0.0042
20040907,0.00735,,0.0073,0.0032,0.0003
20040908,-0.00475,,-0.0048,-0.0034,0.0001
20040909,0.00345,,0.0034,0.0122,-0.0037
20040910,0.00535,,0.0053,0.0016,-0.0064
20040913,0.00305,,0.003,0.0041,-0.0048
20040914,0.00195,,0.0019,-0.0045,-0.0018
20040915,-0.0066500000000000005,,-0.0067,0.0017,0.0034
20040916,0.00365,,0.0036,0.0044,0.0034
20040917,0.00355,,0.0035,-0.0054,-0.0001
20040920,-0.005050000000000001,,-0.0051,0.0019,0.0007
20040921,0.00665,,0.0066,0.0036,-0.0008
20040922,-0.01365,,-0.0137,-0.0047,0.0055
20040923,-0.00365,,-0.0037,0.0039,-0.0008
20040924,0.00145,,0.0014,-0.002,0.0036
20040927,-0.007050000000000001,,-0.0071,-0.0063,0.0036
20040928,0.00635,,0.0063,0.0065,-0.0023
20040929,0.00505,,0.005,0.0066,-0.0066
20040930,0.00065,,0.0006,0.001,0.0052
20041001,0.01485,,0.0148,0.0057,-0.0014
20041004,0.00385,,0.0038,0.0036,-0.0017
20041005,-0.0010500000000000002,,-0.0011,-0.0018,0.0009
20041006,0.00695,,0.0069,0.0012,0.0015
20041007,-0.010450000000000001,,-0.0105,-0.0061,0.003
20041008,-0.00795,,-0.008,-0.0049,0.0062
20041011,0.00235,,0.0023,0.0019,-0.0045
20041012,-0.00225,,-0.0023,-0.0005,0.0028
20041013,-0.00745,,-0.0075,-0.0036,-0.0036
20041014,-0.00915,,-0.0092,0.0009,-0.0034
20041015,0.004549999999999999,,0.0045,0.0027,0.0005
20041018,0.00515,,0.0051,0.0002,-0.0079
20041019,-0.00915,,-0.0092,0.0014,-0.0052
20041020,0.00115,,0.0011,0.0049,-0.0014
20041021,0.0037500000000000003,,0.0037,0.0077,-0.0005
20041022,-0.00995,,-0.01,-0.0059,0.0064
20041025,-0.00024999999999999995,,-0.0003,0.0066,0.005
20041026,0.013649999999999999,,0.0136,-0.0059,0.0066
20041027,0.013949999999999999,,0.0139,0.0038,-0.0113
20041028,0.0013499999999999999,,0.0013,-0.0034,-0.0006
20041029,0.0018499999999999999,,0.0018,-0.0053,0.0025
20041101,0.0006699999999999999,,0.0006,0.0037,0.0005
20041102,-3.000000000000001e-05,,-0.0001,-0.0016,-0.0001
20041103,0.011770000000000001,,0.0117,0.0046,-0.0006
20041104,0.015170000000000001,,0.0151,-0.0065,0.0028
20041105,0.00447,,0.0044,0.0028,-0.0032
20041108,-0.00123,,-0.0013,-0.0025,0.0004
20041109,0.00057,,0.0005,0.0069,-0.0001
20041110,-3.000000000000001e-05,,-0.0001,0.0047,0.0028
20041111,0.009070000000000002,,0.009000000000000001,0.001,-0.0021
20041112,0.00867,,0.0086,-0.0002,-0.001
20041115,0.00077,,0.0007,0.0034,-0.0026
20041116,-0.00653,,-0.0066,-0.0018,0.003
20041117,0.00647,,0.0064,0.0032,-0.0011
20041118,0.00057,,0.0005,-0.0019,0.0005
20041119,-0.01103,,-0.0111,-0.0017,0.0074
20041122,0.00607,,0.006,0.0047,0.0036
20041123,0.0006699999999999999,,0.0006,0.003,0.0035
20041124,0.00477,,0.0047,0.0031,0.0013
20041126,0.0012699999999999999,,0.0012,0.0017,0.0029
20041129,-0.0020299999999999997,,-0.0021,0.0086,-0.0015
20041130,-0.00363,,-0.0037,0.0017,0.0011
20041201,0.014870000000000001,,0.0148,0.0005,-0.0075
20041202,-0.00063,,-0.0007,0.0012,-0.0056
20041203,0.00047000000000000004,,0.0004,-0.0016,0.0011
20041206,-0.00123,,-0.0013,-0.004,-0.0007
20041207,-0.011529999999999999,,-0.0116,-0.009000000000000001,0.0035
20041208,0.00467,,0.0046,0.0043,-0.0041
20041209,0.00447,,0.0044,-0.0074,0.0014
20041210,-3.000000000000001e-05,,-0.0001,0.0046,0.0019
20041213,0.00867,,0.0086,-0.0002,-0.0006
20041214,0.004569999999999999,,0.0045,0.0052,-0.0019
20041215,0.00337,,0.0033,0.0039,0.0046
20041216,-0.00273,,-0.0028,-0.0043,0.0035
20041217,-0.00543,,-0.0055,0.0049,0.0046
20041220,-0.00123,,-0.0013,-0.0059,0.0039
20041221,0.00927,,0.0092,0.0026,-0.0004
